Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,3,3.000,233500,233500,3621406,4290213,9015734,9015734,9015734,9015734,9015734
1,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1,1.000,224383,224383,224383,224383,224383,224383,224383,224383,224383
4,1,1.000,12498304,12498304,12498304,12498304,12498304,12498304,12498304,12498304,12498304
5,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,1,1.000,1804528,1804528,1804528,1804528,1804528,1804528,1804528,1804528,1804528
10,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,1,1.000,3579967,3579967,3579967,3579967,3579967,3579967,3579967,3579967,3579967
12,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,1,1.000,3276083,3276083,3276083,3276083,3276083,3276083,3276083,3276083,3276083
16,1,1.000,1793157,1793157,1793157,1793157,1793157,1793157,1793157,1793157,1793157
17,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,2,2.000,949951,949951,2233005,1591478,2233005,2233005,2233005,2233005,2233005
19,1,1.000,843065,843065,843065,843065,843065,843065,843065,843065,843065
20,3,3.000,184746,184746,5508486,6072859,12525347,12525347,12525347,12525347,12525347
21,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
