Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1,1.000,4947441,4947441,4947441,4947441,4947441,4947441,4947441,4947441,4947441
1,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1,1.000,2526430,2526430,2526430,2526430,2526430,2526430,2526430,2526430,2526430
4,1,1.000,8793595,8793595,8793595,8793595,8793595,8793595,8793595,8793595,8793595
5,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,1,1.000,10354374,10354374,10354374,10354374,10354374,10354374,10354374,10354374,10354374
7,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,1,1.000,1423708,1423708,1423708,1423708,1423708,1423708,1423708,1423708,1423708
14,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,1,1.000,10342552,10342552,10342552,10342552,10342552,10342552,10342552,10342552,10342552
16,1,1.000,2733532,2733532,2733532,2733532,2733532,2733532,2733532,2733532,2733532
17,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,1,1.000,2230681,2230681,2230681,2230681,2230681,2230681,2230681,2230681,2230681
20,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,1,1.000,3044453,3044453,3044453,3044453,3044453,3044453,3044453,3044453,3044453
22,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,1,1.000,1865190,1865190,1865190,1865190,1865190,1865190,1865190,1865190,1865190
25,1,1.000,560095,560095,560095,560095,560095,560095,560095,560095,560095
