Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,3506,3506.000,553,3296,4773,5691,7803,9576,10947,15884,18576
1,3613,3613.000,525,3124,4608,5522,7569,9417,10582,15807,18538
2,3541,3541.000,504,3001,4666,5643,7766,9700,11634,16690,20563
3,3641,3641.000,477,2913,4509,5486,7509,9567,11287,16561,20330
4,3772,3772.000,489,2728,4544,5295,7412,9189,10881,15551,19787
5,3792,3792.000,538,2737,4442,5267,7311,9082,10487,15834,23820
6,3776,3776.000,474,2698,4432,5298,7349,9205,11017,16275,21214
7,3709,3709.000,490,2656,4619,5374,7503,9501,11831,16050,18574
8,3708,3708.000,498,2648,4269,5389,7517,9555,12746,16454,22387
9,3815,3815.000,484,2623,4239,5235,7280,9399,11260,15903,19926
10,3858,3858.000,498,2592,4213,5177,7208,9205,11134,15513,24352
11,3826,3826.000,500,2598,4196,5220,7339,9288,11141,15985,19782
12,3717,3717.000,507,2626,4415,5372,7575,9483,11693,16466,22095
13,3809,3809.000,488,2613,4414,5251,7280,9254,11220,16499,22606
14,3859,3859.000,508,2550,4060,5172,7250,9304,11548,16422,20672
15,3985,3985.000,470,2477,3998,5014,7122,8970,10789,15375,21137
16,3808,3808.000,513,2546,4234,5243,7391,9224,11520,16233,25126
17,3870,3870.000,489,2540,4413,5166,7298,9109,10655,15538,18980
18,3961,3961.000,502,2507,3983,5045,7217,8962,10543,15569,21463
19,3977,3977.000,489,2483,4131,5011,7060,9000,10355,15311,20290
20,4056,4056.000,471,2449,3926,4933,6965,8776,10573,15453,19892
21,3961,3961.000,489,2458,4032,5040,7109,9050,11072,15558,19746
22,4003,4003.000,490,2484,3893,4995,7066,9036,10690,15751,21173
23,3887,3887.000,477,2470,4249,5136,7184,9235,11388,16386,20541
24,3817,3817.000,509,2542,4204,5233,7399,9502,11342,16175,20488
25,3753,3753.000,501,2550,4329,5321,7438,9513,12281,16821,23296
26,3901,3901.000,493,2462,4213,5130,7208,9212,11473,15647,21023
27,3928,3928.000,496,2475,4091,5082,7082,9092,11334,16221,21142
28,4031,4031.000,475,2428,3835,4948,6987,8941,10523,15315,19318
29,3797,3797.000,493,2459,4346,5267,7186,9260,12260,16961,43015
30,3939,3939.000,473,2452,4144,5076,7156,9052,10940,16093,20761
31,3955,3955.000,449,2459,4111,5049,7211,9050,10712,15847,22369
32,3974,3974.000,490,2455,4156,5021,7039,8879,10850,15298,20930
33,3705,3705.000,489,2467,4002,5399,7158,9156,11684,16615,75253
34,3911,3911.000,461,2492,4358,5106,7142,8979,10613,15687,20039
35,4001,4001.000,477,2432,3996,4991,7080,8894,10720,15678,22392
36,3986,3986.000,484,2420,4197,5011,7095,8927,10556,15594,21820
37,3907,3907.000,503,2488,4323,5109,7174,9108,10952,16032,23143
38,3975,3975.000,483,2428,4258,5030,7061,8869,10911,15505,20663
39,3996,3996.000,462,2429,3932,4994,7029,8964,11143,15948,21965
40,4043,4043.000,502,2449,4041,4951,6971,8755,10620,15680,19827
41,3969,3969.000,489,2463,4212,5031,7099,8964,10812,15527,19720
42,3987,3987.000,455,2429,4096,5012,7054,8920,11039,15561,21932
43,4035,4035.000,506,2393,3897,4948,6998,8891,10826,15476,22859
44,4029,4029.000,496,2392,3980,4964,7067,8924,10622,15352,18827
45,3999,3999.000,473,2400,4059,4994,7034,8894,10841,15492,19045
46,4061,4061.000,476,2432,3771,4922,6931,8829,10648,15400,19535
47,4103,4103.000,469,2396,3716,4870,6854,8772,10506,15333,19063
48,4048,4048.000,496,2398,3980,4936,6996,8894,10385,15755,19319
49,4070,4070.000,430,2379,3888,4908,6947,8893,10856,15136,20317
50,3959,3959.000,486,2465,4026,5052,7097,9131,10988,15384,19004
51,3873,3873.000,485,2499,4135,5161,7344,9206,10931,16382,21062
52,4036,4036.000,458,2452,4160,4945,6975,8751,10108,15472,19351
53,3934,3934.000,497,2456,4235,5072,7179,8911,10643,15566,18695
54,3934,3934.000,498,2422,4198,5096,7142,9107,11104,16053,20006
55,2940,2940.000,485,3984,6614,6815,9080,11428,13459,16641,22905
56,3335,3335.000,504,3348,5317,5971,8038,10099,13090,16495,22136
57,3448,3448.000,486,3162,5257,5793,7856,9918,12569,16694,22720
