Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,3285,3285.000,480,3574,5456,6076,8136,9954,12258,16345,20457
1,3651,3651.000,452,3088,4693,5466,7482,9249,11003,15248,17607
2,2969,2969.000,485,3040,4478,6732,7354,9277,11742,17177,213676
3,3686,3686.000,480,2974,4627,5423,7412,9277,11392,15821,21266
4,3759,3759.000,443,2850,4541,5318,7319,9043,10652,15455,21133
5,3861,3861.000,451,2761,4375,5168,7064,8983,10686,15018,19461
6,3883,3883.000,437,2694,4343,5147,7133,8982,10915,15085,20161
7,3893,3893.000,436,2726,4250,5129,7084,9009,10660,15237,20856
8,3842,3842.000,467,2701,4451,5194,7123,9078,11282,15306,19218
9,3863,3863.000,453,2653,4512,5175,7177,9087,10953,14850,18620
10,3985,3985.000,463,2635,4238,5018,6966,8790,10184,14869,19883
11,3952,3952.000,449,2571,4075,5050,7030,8922,11116,15554,28779
12,3916,3916.000,443,2580,4258,5115,7099,9064,11206,15403,21998
13,3777,3777.000,442,2651,4668,5278,7248,9157,11427,15642,22705
14,3795,3795.000,446,2679,4407,5278,7261,9302,12046,15990,25269
15,3938,3938.000,445,2561,4203,5057,6985,8912,11082,15073,19811
16,3959,3959.000,466,2542,4116,5055,6985,9028,11215,15478,20760
17,3895,3895.000,451,2562,4314,5130,7149,9116,11063,15437,18773
18,3968,3968.000,457,2497,4194,5028,6998,8987,10870,15129,19991
19,3953,3953.000,451,2474,4202,5059,7098,9023,11099,15513,20542
20,3936,3936.000,463,2563,4186,5074,7020,8925,11204,15230,21892
21,3914,3914.000,448,2534,4250,5110,6984,9050,11703,15548,19285
22,3986,3986.000,469,2540,4281,5015,6964,8772,10424,15182,26502
23,3952,3952.000,460,2507,4153,5050,7087,8897,10993,15582,20919
24,3983,3983.000,452,2500,4115,5021,6930,8857,11458,15453,21248
25,4075,4075.000,443,2468,4003,4899,6860,8619,10139,15209,18970
26,3990,3990.000,452,2471,4016,5008,6937,8854,11354,16275,25078
27,4044,4044.000,451,2463,4092,4944,6949,8728,10240,14902,20257
28,4013,4013.000,446,2466,4102,4977,6998,8868,10789,15283,21054
