Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,3233,3233.000,587,3570,5680,6194,8437,10196,12173,16703,25769
1,3475,3475.000,504,3351,4909,5750,7800,9626,11227,16125,18592
2,3391,3391.000,522,3256,5043,5887,8006,9986,12460,16638,24634
3,3558,3558.000,459,3122,4861,5610,7730,9538,11278,15931,19820
4,3611,3611.000,492,2952,4733,5545,7672,9476,11981,15855,21516
5,3834,3834.000,491,2810,4296,5210,7184,9023,10799,15621,18452
6,3744,3744.000,496,2779,4578,5334,7370,9149,10796,15668,19388
7,3704,3704.000,500,2769,4606,5383,7453,9430,11346,16007,20332
8,3790,3790.000,467,2741,4408,5281,7308,9236,11080,15895,19629
9,3745,3745.000,464,2695,4437,5338,7364,9414,11296,16154,21428
10,3796,3796.000,466,2628,4510,5266,7311,9224,11601,15786,23708
11,3886,3886.000,474,2635,4284,5134,7113,8959,10831,15359,19485
12,3866,3866.000,470,2620,4236,5169,7295,9149,10915,15516,19046
13,3831,3831.000,493,2645,4507,5210,7265,9094,11072,15411,19956
14,3925,3925.000,457,2611,4229,5094,7084,9014,10617,15482,20154
15,3899,3899.000,472,2551,4203,5125,7233,9066,10736,15364,22504
16,3888,3888.000,481,2580,4421,5134,7160,9030,11088,15674,18923
17,3845,3845.000,488,2638,4270,5203,7210,9090,10883,15687,20387
18,3777,3777.000,477,2640,4705,5293,7290,9114,11085,15905,18431
19,3816,3816.000,481,2633,4386,5227,7303,9228,10801,15629,19211
20,3765,3765.000,511,2656,4551,5315,7373,9359,11519,15806,23246
21,3847,3847.000,469,2549,4406,5195,7258,9143,10769,16146,23412
22,3610,3610.000,483,2744,4641,5523,7586,9975,12146,17516,24046
23,3800,3800.000,490,2596,4384,5258,7344,9351,11497,16293,20273
24,3994,3994.000,470,2479,4014,5007,7021,8862,11207,15316,19079
25,3946,3946.000,476,2507,4240,5060,7136,8934,10586,15215,18998
26,3916,3916.000,460,2531,4324,5110,7108,9121,10931,15412,20262
27,3908,3908.000,493,2571,3991,5101,7170,9064,11042,15330,20057
28,3827,3827.000,478,2561,4461,5223,7245,9309,11942,16145,20408
29,3579,3579.000,496,2625,4473,5581,7752,10012,13077,17985,36533
